text,label
and bolstered customer experience.,Experience
"Managed projects (full lifecycle) to drive creative direction; working with designers and coders to ensure in-house quality standards,",Projects
"Created, conceptualized, and communicated project objectives to clients and design staff.",Projects
Designed and developed interactive ads and user interfaces (UI) for maximum impact on pending business ventures and IBM internal small,Projects
Created and supported user experience (UX) screens.,Experience
"Flyinthesoup: designed highly interactive user interface (UI), user experience UX), and branding for this website portal where restaurant",Experience
Project Owner:,Projects
Project Owner:,Projects
"In Progress , Advertising Design Communication Media Denver University ï¼​ City , State Advertising Design Communication Media",Education
"In progress , English, Advertising Kansas University ï¼​ City , State , US",Education
Skills,Skills
Two years' experience as a fine jewelry CAD designer - Seven years' experience as an Illustrator jewelry designer - Founder and lead designer of,Experience
Bachelor of Fine Arts and Audio-Visual Editing,Education
Experience,Experience
Developed new original designs and interfaced with factory production oversea.,Projects
"Certificate advanced Matrix 8, T-Splines",Courses & Certificates
Certificate,Courses & Certificates
Certificate,Courses & Certificates
University of the Arts London,Education
Certificate,Courses & Certificates
Navy Education University,Education
"City , China Bachelor of Fine Arts and Audio-Visual Editing",Education
Skills,Skills
"Dynamic leader, with outstanding experience in major gifts, fundraising, event management, donor relations, government and community relations,",Experience
Skills,Skills
Project management,Projects
Montclair State University's office of Advancement is tasked with raising funds to further the University's commitment to educate a diverse,Education
community of learners through alumni and friends of the University.,Education
"Responsibilities include: designing, implementing and coordinating an institution-wide comprehensive donor relations and stewardship",Experience
Implemented efficiencies to manage acknowledgement policies and procedures across the Division and University that were essential for a,Education
"Designed, documented, and implemented a systematic and integrated donor relations program that encompassed donor cultivation and",Projects
"Reengineered annual fund program, increasing net revenue by 45% Designed and implemented long-term advancement plan, including",Projects
and campaigns for capital projects.,Projects
Saint Peter's University's office of Advancement is tasked with raising funds to further the University's Jesuit Catholic identity and,Education
commitment to educate a diverse community of learners through alumni and friends of the University.,Education
"Scholarships, Mentorship, and Internship opportunities.",Experience
"Developed a system to customize relationship management for leadership-level donors, with particular oversight of the University's ""Top 25""",Education
interactions with the University.,Education
"Managed all donor scholarships, to include tracking of all funds and awards made, donor communication and reporting.",Achievements
Bergen County representative for the University at all key opportunities within the region.,Education
"program, including advising on complex and carefully orchestrated events and programs for the University's donors.",Education
Implemented annual $3.2 million advertising program,Projects
and Jersey Awards for Bariatric and Maternity Ad Campaigns.,Achievements
Oasis is dedicated to feeding and clothing needy women and children and to offering them educational resources and skills to obtain,Skills
"implemented long-term fund development plan, including strategies related to the cultivation, solicitation, acknowledgement and ongoing",Projects
"stewardship of individual, corporate and foundation donors and campaigns for capital projects.",Projects
"Developed and managed all aspects of client portfolio, to include sales, marketing, branding, trade shows, public relations, web, etc.",Projects
Accomplishments: Increased sales portfolio by 75% Achieved sales goals annually Awarded Customer Service Award in 2008 and 2009,Achievements
"Managed and implemented new branding, marketing communications and trade show/event initiatives for existing clientele.",Projects
Implemented online product launches into the B2B & B2C market while executing updates specific to each product line.,Projects
"Received Award for the production of the first CDR for largest tradeshow, NAB, which contained all broadcast product collateral.",Achievements
"Managed internal sales award program and ensured confidentiality on highly sensitive information, as well as manage all updates to the",Achievements
"B.A : Political Science Montclair State University - City , State",Education
Skills,Skills
"Customer Service Rep/Administrative Assistant with 6 years of experience in a sensitive corporate environment. Outgoing and detail-oriented,",Experience
Experience,Experience
Skills,Skills
"legal, legal documents, Logging, managing, marketing, Excel, Microsoft Office, Outlook, PowerPoint, Word, NSF, processing payments, printer,",Skills
"Accountant with more than 8 years accounting experience with profit making ,non for profit and non-governmental organizations (NGOs). Possess",Experience
Project closing Accounting Systems:,Projects
"Spreadsheets: Advanced Excel with pivot tables, Lookups, references and Consolidation.",Skills
Experience,Experience
Documented the process by which NGOs are selected for awards and notify applicants and other stakeholders of awards granted where,Achievements
"including invoices, budgets and up keeping databases Led a team through the entire process for sub grantees selection, from pre-award",Achievements
"assessment to project closing Facilitated the processing of modification of sub-agreements, maintain and update grants & contract document",Projects
source documents Reviewed and ensure the accuracy and quality of financial statements prepared Managed grant projects and fund release,Projects
"guided and supported staff members, including accountant, cashier and storekeeper Participated in proposal budgeting when new projects",Projects
contracts and sub contacts payment Managed grant projects and fund release from donors & control budget utilization Ensured that,Projects
accounts & document them Record grant projects financial activities; expense settlement & produce grant financial report Record fixed,Projects
Assets per World Vision policies and facilitate annual inventory of project inventories Make ready financial documents for internal &,Projects
"MBA Degree , Business Administration Foundation for Academic Excellence, Ethiopia Completed 29 credits Business Administration",Skills
"B.A , Accounting Haramaya University Ethiopia Accounting",Education
Skills,Skills
"materials, Microsoft Access, Excel, Office, Outlook, Microsoft PowerPoint, payroll, Peachtree Accounting, pivot tables, policies, processes,",Skills
Strong verbal communication skills,Skills
Strong written skills,Skills
Achieved 4 Naval Achievement Medals,Achievements
Experience,Experience
"Conduct or arrange for worker training in safety, repair, or maintenance techniques, operational procedures, or equipment use.",Courses & Certificates
"Inspect and monitor work areas, examine tools and equipment, and provide employee safety training to prevent, detect, and correct unsafe",Courses & Certificates
"Inspect and monitor work areas, examine tools and equipment, and provide employee safety training to prevent, detect, and correct unsafe",Courses & Certificates
"Conduct employee training in equipment operations or work and safety procedures, or assign employee training to experienced workers.",Experience
"Technical Training , Certified Nurse Assistant Westhills College - City , State , USA",Courses & Certificates
Skills,Skills
"Accomplished and highly motivated aerospace assembler/technician with a solid history of achievement in completing large structural assemblies,",Achievements
others and meeting production deadlines. Seasoned leader with experienceÂ in tactfully communicating with others in order to train them to be,Experience
Skills,Skills
Experience,Experience
Education and Training,Courses & Certificates
Projected Graudation Date: Summer 2018,Projects
"Certificate 2012 Naval Fleet Training Center , City , State",Courses & Certificates
"Certificate 2011 Center for Surface Combat Systems , City , State",Courses & Certificates
"Certificate 2011 Naval Air Technical Training Center , City , State",Courses & Certificates
"Operations and Manufacturing Engineering Manager with more than 12 years of experience in high-volume global operations, support of",Experience
"projects from pre-development through post-development cycle. Increased operational profitability by enhancing processes. Visionary, forward-",Projects
"looking, and pioneering with a passion for challenging projects. Leadership style is highly results-oriented. Professional Knowledge and Strengths *",Projects
"Global Operations Management * Personnel Management * AutoCAD v.14/2008/2010 * Budgeting, Planning, Forecasting * Training & Staff",Courses & Certificates
Inventory Control/Cycle Counts * Total Quality Management * Mechanical Design * Project Management * Customer Service * MS Office Suite,Projects
Professional Experience,Experience
Developed long-term approaches that redefined problems/opportunities in anticipation of changing business conditions.,Projects
"Coordinated and directed projects, making detailed plans to accomplish goals.",Projects
"Analyzed technology, resource needs, and market demand, to plan and assess the feasibility of projects.",Projects
"Year end presentations for future projects, goals and team work with sales managers and distribution networks Recognized for the redesign",Projects
Plant Manager/Project Manager,Projects
Project management of assembly automation system for Medical/Pharmaceutical application with a budget of 120K.,Projects
Responsible for long-term or high-profile projects from inception to final product or outcome.,Projects
Participated in team reviews and then assigned projects tasks accordingly.,Projects
Hired and organized individuals and subcontractors necessary to complete the project while coordinating all schedules.,Projects
"Ensured that the project moved forward in a timely, cost-effective manner, makes changes and adjustments.",Projects
"Completed all final inspections and reports for each project Responsible to oversee employees, production and efficiency, while making",Projects
"Designed, developed and built several assembly stations and sub-systems for the manufacture of magnetic storage devices, connector",Projects
Skills,Skills
"mechanical, networks, packaging, PLC, policies, presentations, programming, Project management, quality, recording, sales, spreadsheet, team",Projects
"motivated achiever who is recognized for combining program excellence, integrity, and innovation with best practices and disciplined attention to",Skills
"Microsoft Office 2010 Window XP (Word, Power Point, Excel, Access), Vista, People Soft, Ensemble,",Skills
Strong leadership skills,Skills
Excellent communication skills,Skills
conducting trainings for,Courses & Certificates
Great interpersonal skills and,Skills
tasking skills,Skills
Experience,Experience
Successfully led key projects which resulted in employee of the month.Monitor employee performance to ensure goals and objectives are,Projects
Advise employees when necessary of opportunities and/or training that would enhance career opportunities at the company.,Courses & Certificates
Developed yearly and monthly team building actives for employees and upper management.,Projects
"Successfully developed and implemented several creative employee incentives for processing regional, government and corporate",Projects
Successfully refined and implemented new projects focused on aiding the Center in processing collections more efficiently and effectively,Projects
Managing client relationships to build a reputation for excellent service and generate repeat business Informed the customers about the,Skills
Early CHildhood education/ computer Science. 1996 Certificate in Early Childhood Education : Early Childhood Education 1995 Community C,Courses & Certificates
"Certificate in Early Childhood Education : Early Childhood Education 1996 EMILY GRIFFITH OPPORTUNITY SCHOOL , City , State , USA",Courses & Certificates
"Diploma : General Studies 1993 GEORGE WASHINGTON HIGH SCHOOL , City , State , USA GPA: Rewards and recognition 2004-2006",Education
Circle of Excellence Recipient 2012 Crown Perks winner 2013 Crown Perks winner 2014 Pinnacle Perks winner,Skills
Skills,Skills
"Managing, meetings, Access, Excel, Microsoft Office, Power Point, Window, Word, Works, negotiating, People Soft, policies, Presenting,",Skills
I am a Mechanical Engineer with 8 years of product design experience with an emphasis on non-metallic materials used in oil field-related,Experience
"equipment, as well as a year in HVAC experience. Proficient in CAD and FEA software, I am also experienced with ISO document control",Experience
"processes and ASTM/API/NORSOK requirements. My leadership skills are exemplified by my dedication, strong work ethic, and ability to",Skills
work experience and management skills render me an excellent candidate for this position.,Experience
"Experience with ProE, Ansys, LabView",Experience
Experience,Experience
certification Created material specifications and performed physical property testing of materials to ASTM standards Develop and,Courses & Certificates
NORSOK and API qualification on PEEK and PTFE materials for Accuseal facility Project lead on building and implementation of HPHT,Projects
200 million global manufacturer and supplier of sealing components Designed and developed new sealing solutions for oil field service,Projects
August 2006 to May 2007 Project Engineer,Projects
"Participated in weekly site meetings with other contractors to review and report open action items, keeping project on schedule.",Projects
"University of Texas 5/2006 BS : Mechanical Engineering City , State Mechanical Engineering",Education
Skills,Skills
"Microsoft Office, multimeters, oil, Process Engineering, processes, product design and development, Project lead, quality, QA, renovation, testing",Projects
"automotive as a lube technician, I quickly was moved into a technician role and was factory trained on Mitsubishi automobiles. Once completing",Experience
professionally on helicopters and got the opportunity to work on EMS helicopters for Air Methods. Air Methods provided me with factory training,Courses & Certificates
on Bell Helicopters and Airbus Helicopters among other training opportunities.,Courses & Certificates
Received Salt Lake Community College presidents award four times and graduated from Salt Lake Community College with an Associates degree,Achievements
in Aviation Technology received high honors GPA 3.89.,Education
Received 2nd place in skills USA state competition for Aviation.,Skills
Experience,Experience
"Gained training on all systems for Embraer Brasilia, Bombardier CRJ-200 series, CRJ-700 series, and CRJ-900 series aircraft.",Courses & Certificates
"Select One : Turbomeca Arriel 1 Line 1 and 2 maintenance course 2013 Turbomeca training center City , State , USA",Courses & Certificates
Completed Turbomeca Arriel 1 Line 1 and 2 maintenance course conducted by Turbomeca Training center.,Courses & Certificates
"Model EC145 (BK117 C2) Airframe Field Maintenance 2012 American Eurocopter training center City , State , USA",Courses & Certificates
Completed Model EC145 (BK117 C2) Airframe Field Maintenance Course conducted by American Eurocopter training center.,Courses & Certificates
"Select One : Bell model 407 Electrical Maintenance Training 2011 Bell Helicopter Training Academy City , State , USA",Courses & Certificates
Completed Model 407 Electrical Maintenance Training Course conducted by Bell Helicopter Training Academy.,Courses & Certificates
"Select One : Rolls-Royce model 250 series IV FADEC training 2010 Rolls-Royce City , State , USA",Courses & Certificates
Completed Rolls-Royce model 250 series IV FADEC training provided by Rolls-Royce Regional Manager Greg Houston.,Courses & Certificates
"Select One : Bell model 407 Field Maintenance Training Course 2007 Bell Helicopter Training Academy City , State , USA",Courses & Certificates
Completed Model 407 Field Maintenance Training Course conducted by Bell Helicopter Training Academy.,Courses & Certificates
"Completed Level 1 Dye Penetrate Inspection, Completed advanced systems training on all models of aircraft.",Courses & Certificates
Completed aviation maintenance training and received Airframe and Powerplant licenses,Courses & Certificates
Competed in skills USA finished 2nd in state for Aviation,Skills
"------------------------------------------------ : Automotive training 2003 Barber Brothers Mitsubishi City , State , USA GPA: Graduated with",Education
"honors, Competed in Automotive competitions Awards received Graduated from high school with honors. Received presidents list four times at",Achievements
Salt Lake Community College. Received 2nd place in skills USA state competition for aviation GPA: 3.89,Education
"Mitsubishi MUT II scan tool training, MUT III scan tool training, Mitsubishi New Model training, Mitsubishi MEDIC scan tool Training",Courses & Certificates
Skills,Skills
"Results oriented, dependable and motivated professional with 15 years of various experience in the field of accounting, payroll, tax, procurement",Experience
and administration. Desires a challenging role in business processes.,Experience
Strong organizational skills,Skills
Analytical skills,Skills
Supervision and training,Courses & Certificates
Experience,Experience
Prepares project pricing and budget.,Projects
Assisted in job grading projects.,Projects
Manage cash flow and projection.,Projects
"Bachelor of Science : Accountancy , 1997 Miriam College Foundation Inc ï¼​ City , State , Philippines",Education
Skills,Skills
I desire to work for a company that provides career advancement opportunities in a friendly environment. I would like to develop skills that make,Skills
Experience,Experience
members Purchase Card for general and project supplies Patent meeting organization and award banquet dinners Meeting & Travel,Projects
Received several achievement awards.,Achievements
"Associate of Arts , Administrative Assistance 1990 Oklahoma Jr. College ï¼​ City , State , United States GPA: Â 3.95",Education
Skills,Skills
Excel    Travel Arranger,Skills
Skills,Skills
Project Coordination,Projects
Project Coordination,Projects
"Identified and targeted high value projects in planning stages to drive specifications, resulting in exceeded sales goals.",Projects
Worked as team lead in creating well-connected workplaces utilizing design processes from programming and design analysis to space,Experience
Reduced Office Real Estate by introducing new ways of working by making use of change management skills.,Skills
Developed Corporate wide standards for efficiency of space management and procurement.,Projects
"Supervised furniture installation, materials and equipment for large commercial projects with budgets in excess of $1,000,000.",Projects
"Coordinated projects ranging from 1000 sf up to 1,000,000 sf throughout Corporate Real Estate portfolio.",Projects
"Bachelor of Arts : Interior Design IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY - City , State",Education
NATIONAL COUNCIL FOR INTERIOR DESIGN QUALIFICATION Certificate #009891,Courses & Certificates
"Identified and targeted high value projects in planning stages to drive specifications, resulting in exceeded sales goals.",Projects
Worked as team lead in creating well-connected workplaces utilizing design processes from programming and design analysis to space,Experience
Reduced Office Real Estate by introducing new ways of working by making use of change management skills.,Skills
Developed Corporate wide standards for efficiency of space management and procurement.,Projects
"Supervised furniture installation, materials and equipment for large commercial projects with budgets in excess of $1,000,000.",Projects
"Coordinated projects ranging from 1000 sf up to 1,000,000 sf throughout Corporate Real Estate portfolio.",Projects
Skills,Skills
Project Coordination,Projects
"processes, procurement, programming, Project Coordination, Real Estate, Retail, sales, Space Planning, Specification, Strategy, Verbal",Projects
"Human services degree, ARCOM award for successful works as a budget and Administration works in the Oklahoma National Guard training",Courses & Certificates
"Guard family programs, Proficient in Microsoft Office to include, Excel, Power-point Word/ Typing 45 Words per minute. Experience in briefing",Experience
"administrative issues, strategies, and solutions. Experience in gathering research, searching polices, regulations and verbally communicating end",Experience
Superior research skills,Skills
Experience,Experience
Analyzed costs and revenues to project future trends.,Projects
"Aviation Flying Hour Program, Counter-Narcotics Program, and Additional Flight training Periods to aid effectiveness and to identify",Courses & Certificates
"Independently or as assigned undertakes projects which involves surveys, comparisons and studies of current and past operations.",Projects
"deficiencies in resource consumption, training, workload and scheduling, and evaluates deviations from standards, plans and estimates to",Courses & Certificates
Evaluate changes in the aviation operation plan for programs that will affect the FHP and training capability forecast.,Courses & Certificates
"Reviews prior and current budgets/funding trends, complies funding projections and prepares funding recommendations.",Projects
from one project or facility to another to correct funds shortage.,Projects
Develops annual training budget data for training programs.,Courses & Certificates
Provides cost analysis for unit school proposals and the Synthetic Flight Training Simulator Program.,Courses & Certificates
"Forecast budgetary requirements to support centralized/specialized aviation training programs in areas such as ammunition, Parts, Oil, and",Courses & Certificates
"Proficient with ARMY computer programs such as AFCOS, SAP financial system, STANFINS, Defense Travel System as well as Excel",Skills
the preparation and execution of the Oklahoma National Guard Mobilization and Training budgets totaling over $100 million dollars by,Courses & Certificates
accurately and timely analyzing and evaluating each budget ensuring achievement of department priorities and mission objectives are met.,Achievements
Developed budget estimates to include Mid-Year review for all assigned accounts based on experience performance factors or historical,Experience
"System knowledge in SIDPERS, AFCOS, GFEBS, FTSMCS, DTS, Microsoft Office to include Power point, word, excel.",Skills
"Bachelor's Degree : Human Services 01/2010 University of phoenix City , State , United States GPA: GPA: 3.4 GPA: 3.4 Credits Earned: 120.00",Education
Aviation Operation Specialist 06/13 GFEBS (SAP) Courses 01/11 36B Financial Management 3/10 Activity Managers/Budget Analyst Course,Courses & Certificates
Microsoft Office 05/07 Microsoft Excel 05/07 AFCOS advance course 04/06 11/09,Skills
Skills,Skills
"accounting, administrative, administrative duties, Analyst, Army, budgets, Budget, conferences, cost analysis, Credit, DTS, staff training, English,",Courses & Certificates
"financial, Financial Management 3, forecasting, forms, Funds, Letters, managing, meetings, Microsoft Excel, Excel, Microsoft Office, office 3,",Skills
"statistics, Supervisor, surveys, Technician, answering phones, Phone, training programs, Type, typing",Courses & Certificates
Experience,Experience
Supported growth and development as leader of local market research project.,Projects
Pioneered unique marketing project in various markets in the US.,Projects
Supporting a crew with various skills with little direct supervision.,Skills
Planning and implementing in-home makeover projects.,Projects
Contributed to a positive ROI for the project.,Projects
"Planned, implemented, and maintained store layouts to support commercial priorities.",Projects
Adapted and implemented centrally planned display areas throughout the commercial calendar.,Projects
Selected high-end furnishings and finishes for residential and commercial interior design projects.,Projects
Developed business relationships with local real estate developers.,Projects
Coordinated remodeling projects between clients contractors.,Projects
Implemented in-store sales space for Kartell.,Projects
"Bachelor's Degree : Bachelor of Fine Arts, Design 2007 University of Central Florida City , State , United States",Education
Winner of juried art show hosted by the New America Foundation.,Achievements
Skills,Skills
"An experienced human resourceÂ training professional with demonstrated success in developing, delivering and evaluating, corporate training",Experience
"programs, 2+ years of work with newly developed tools for rapid e-learning development. Special skills in online training for a variety of",Skills
"audiences. Recognized for alignment of training solutions with business goals, management of project and people, process improvement, needs",Projects
analysis and training evaluation.,Courses & Certificates
Experience,Experience
Performed regular classroom instruction based on a departmentalized third grade curriculum.,Education
Conducted conferences with parents Monitored and evaluated student progress Developed curriculum; prepared goals and objectives;,Projects
Designed\ developed training programs and curriculum.,Projects
ADDIE Model training specialist.,Courses & Certificates
Administration workforce morale training specialist.,Courses & Certificates
"Company Name January 2007 to January 2009 Employment, Training & Development Manager",Courses & Certificates
"Learned a complex product and created face-to-face sales training materials on this product, delivering within a very short deadline.",Courses & Certificates
Recognized for the quality of the training material.,Courses & Certificates
Designed and implemented human resource and digital training programs for 350 employees.,Projects
"Using collaborative software, designed Web-based experiences for practicing and perfecting job skills.",Experience
Administered new employee orientation training.,Courses & Certificates
Developed user friendly application forms and questionnaires to be used by the organization during staff recruiting and interviewing.,Projects
Dynamic knowledge base of outstanding communication skills: report/proposal writing and person-to-person.,Skills
Company Name January 2000 to January 2003 Fourth Grade Teacher,Education
Company Name January 1998 to January 2000 Fourth Grade Teacher,Education
"Walden University Diploma Instructional Design City , State Instructional Design",Education
"Texas A&M University Master's Degree : Education City , State Education",Education
"Texas A&M University Master's Degree : Training & Development City , State Training & Development",Education
"Excelsior College Bachelor of Science : Liberal Arts City , State Liberal Arts",Education
"University of the Virgin Islands Bachelor of Science : Business Management City , State",Education
American Society for Training and Development (ASTD) Association for Educational Communications and Technology (AECT) International,Courses & Certificates
Skills,Skills
"Adobe Photoshop, Adobe Premier, Benefits, communication skills, conferences, Curriculum Development, Flash, Human Resource, instruction,",Skills
"progress, proposal writing, quality, sales training, Sound, supervisor, training material, training programs",Courses & Certificates
To gain payroll skills,Skills
"tax, training material, workshops, year-end",Courses & Certificates
Relevant Experience,Experience
Experience,Experience
Provided timesheet training and granted access credentials for all new hires.,Courses & Certificates
Developed and processed confidential payroll documentation for approximately 300 employees located throughout the Southeast Region.,Projects
Managed the payroll training of department timekeepers and monitored their daily progress.,Courses & Certificates
technical manual from vendor training material that was deemed more user friendly by the trainees.,Courses & Certificates
"Provided a bi-weekly briefing to the Payroll Manager on labor issues, status of payroll, and current projects.",Projects
"MBA 2010 University of Phoenix City , State",Education
B.S : Business Adminstration 1992 Alabama A&M University Business Adminstration,Education
Skills,Skills
"Microsoft Office Suite,networks, Payroll, payroll processing, personnel, policies, processes, publications, SAP 6.20, taxes, training material",Courses & Certificates
"SAP, Lotus Notes, Team Leader and Administrative support in communications and training, Research, Reporting, Negotiation Skills,",Skills
"Organization and Interpersonal skills, team work and dedication. Proficient and strong PC skills in scheduling software, Windows XP, Microsoft",Skills
"Word, Excel, Access, and PowerPoint, Excellent interpersonal, oral/written communication and partnering skills.",Skills
Experience,Experience
"performing daily functions displaying professionalism, time management skills, and organizational skills.",Skills
Provide training to peers on new functions and processes.,Courses & Certificates
Provided training to peers on new functions and processes.,Courses & Certificates
Developed and maintained employee work schedules based on capacity requirements for all Sales and Service or Loss Reporting Unit,Projects
Produced forward automotive lighting and training to peers on new operation functions.,Courses & Certificates
Bachelors of Business Administration : Computer Information Systems Northeast Louisiana University Computer Information Systems,Education
"Master of Business Administration : Human Resource Management University of Phoenix - City , State Human Resource Management",Education
Skills,Skills
"Administrative support, automation, automotive, banking, budgets, interpersonal, Interpersonal skills, oral, hardware, Customer Service, Customer",Skills
"managing, Access, Excel, PowerPoint, Windows XP, Microsoft Word, Negotiation, organizational skills, PC skills, policies, processes, quality,",Skills
Highly driven finance professional with over 8 years of progressive experience in the advertising and entertainment industry. Extremely proficient,Experience
"Excellent research and financial analysis abilities Microsoft Excel, Microsoft Word, and Microsoft PowerPoint. Experience with SAP",Experience
Experience,Experience
Provide weekly cash flow projections to CFO and manage cash balances with Dir.,Projects
Assist in leading the implementation of Maconomy system across the office which includes training and streamlining policies.,Courses & Certificates
Prepare monthly staff utilization/projections reports to senior account leads.,Projects
Managed and implemented internal controls within the different departments of the agency.,Projects
"Masters of Business Administration : Auditing & Fraud Examination , December 2011 Argosy University ï¼​ City , State Auditing & Fraud",Education
"Bachelor of Science : Corporate Finance & Advertising and Promotion Strategy , May 2006 University of Southern California ï¼​ City , State",Education
Skills,Skills
"Business Objects, Cash flow analysis, Cash Flow, cash flow projections, cost analysis, client, expense reports, external audits, Finance, financial,",Projects
"meetings, Microsoft Excel, office, Microsoft PowerPoint, Microsoft Word, policies, Process improvement, procurement, reconciling, reporting,",Skills
Staff training,Courses & Certificates
Excel spreadsheets,Skills
"Successfully planned and executed trainings/meetings, lunches and special events for groups of 10 to 100+ employees.",Courses & Certificates
Developed and implemented first union president manual outlining all proper business procedures and office policies.members.,Projects
Experience,Experience
"As a Local Union Training Instructor (LUTI), I prepare and conduct training to other Locals.",Courses & Certificates
Responsibilities are but not limited to: I oversee a board and steward structure of 12 members as well as indirect supervisor of 3 trustees of,Experience
Conduct evaluations all training to ensure productive results as a means of improvements.,Courses & Certificates
Work as a team player with other Leadership Union Training Instructor (LUTI) to enhance the implementation and so that we are all getting,Courses & Certificates
Assist the AFSCME Staff Representative in directing operations to ensure the Master Agreement compliances/ Management Directives and,Education
"Serve as AFSCME's union expert and spokesperson at trainings, conferences and meetings and acts as a liaison with management,",Courses & Certificates
"I plan, direct, control and administer implementation of steward, officer and treasurer training to new and existing officers of AFSCME",Courses & Certificates
"Responsibilities are but not limited: Contact airports, specialists and supervisors to make decisions on information received for licensing",Experience
"Insures adherence to administrative standards through maintenance of control systems such as: (Excel, Access and Airspace) Create letters",Skills
Responsibilities are but not limited: Process time sensitive grant amendments received from airport sponsors/owners Prepared letters to,Experience
each grant program Implemented accounts payable invoices for grantees funded through the Federal State Block Program Maneuvered the,Projects
Project Management System.,Projects
Responsibilities are but not limited to: Maintain inventory levels of supplies to properly maintain the department Effect quality customer,Experience
Responsibilities are but not limited to: Maintain inventory levels of supplies to properly maintain the department Effect quality customer,Experience
Responsibilities are but not limited to: Knowledge of UPS machinery Regulations of the United Parcel System Knowledge of past and,Experience
"AFSCME Local Union Training Instructor (LUTI) 2013 Graduate, AFSCME Council 13 Leadership Institute Public Speaking and Arbitration",Courses & Certificates
Skills,Skills
"Management, grants, Instructor, inventory, Leadership, law, letters, machinery, meetings, Access, Excel, mail, Microsoft Office, Office, Outlook,",Skills
"Powerpoint, Word, Policies, Project Management, Public Speaking, quality, safety, Scheduling, Secretarial, spreadsheets, supervisor, team player,",Projects
"To obtain a Human Resources Generalist position that will fully utilize my extensive background and in HR, including experience in onboarding,",Experience
"payroll, benefits and compensation, HR policies and training and development",Courses & Certificates
Human Resources Skills,Skills
RetentionÂ· Employee Relations Â·Â HR Program/Project Management Â·Â Orientation & On-Boarding Â·Â HRIS Technologies Â·Â Training,Projects
Professional Experience,Experience
Worked with senior-level management to create fair training and development policy. Administered training and educational assistance,Courses & Certificates
program and application. Monitor educational reimbursement process. Provided training and development to corporate managersÂ,Courses & Certificates
compliance training course to approximately 500 employees and generating weekly training completion report. Â  Â  Â Â,Courses & Certificates
Played a key role in annual performance review process. Maintained and trained managers on the performance management system â€“,Experience
HRIS and Software Skills,Skills
"PowerPoint, Excel, and Words",Skills
Revamped the orientation process for all new hires that will be implemented company-wide.,Projects
project. Was noted as a team player by teammates and supervisor.,Projects
"Worked with upper management to revise and create new training application form, policy, and procedure.",Courses & Certificates
"Bachelor of Science : Management George Mason University City , State Management 3.84 Excellence in Major and Magna Cum Laude Related",Education
"coursework: Teamwork, Intro to HR, Advance HR, and Honors Seminar in Leadership",Courses & Certificates
"Membership, Trainings, and Certificates",Courses & Certificates
Certificate of Excellence in the Major of Management 05/2015,Skills
"Presentation skills training through Knowledge Sharing Sessions, Malaysia 09/2012",Skills
"Corporate Grooming and Business Etiquette Training, Malaysia 03/2012",Courses & Certificates
"Knowledgeable in QuickBooks, SQL, SAP, and AS400",Skills
"Highly proficient in Microsoft Office, including Microsoft Word, PPT, Microsoft Excel II and Access III",Skills
Experience,Experience
"and reported localization and functional bugs for certification programs Developed test plans, and organize and lead testing activities for new",Projects
"sourcing approach to create operation processes for clients and vendors Handled new clients implementations, integrations, and trainings",Courses & Certificates
La Salle University,Education
University of Phoenix,Education
Pennsylvania State University,Education
"Bachelor of Science Business Economics , International Business and French Structural Economics and International Relations",Education
Skills,Skills
"Microsoft Excel II, Microsoft Office, Microsoft Word, pricing, processes, Speaking, quality, QuickBooks, reconciling, SAP, SQL, strategic,",Skills
Innovative senior account executive with thirteen years of experience in managing and coordinating client relations seeking a position that will,Experience
leverage my education and experience to build a successful business partnership. Quick and flexible in response to changing market conditions and,Experience
hours in training learning all aspects of the IT environment and how it effects companies of all sizes. My ability to learn quickly and work well,Courses & Certificates
"Proficient in all Microsoft Office Suite products, Lotus Notes, Outlook, Sales Certifications in Apc, Symantec ,VMware, HP ,Microsoft, IBM 1",Courses & Certificates
Professional Experience,Experience
"Initiated, built and developed relationships with clients to be the primary source for hardware and software in a defined territory.",Projects
Understand the negotiating interests of both Insight and the client.,Hobbies
"Conceptualized researched, and implemented several pilot programs to insure profitability for both Charles Schwab Co and Charles",Projects
Implemented a variety of new business development client acquisition programs that significantly.,Projects
"Executed several responsibilities; including reviewing loan submissions, collaborating with appraisers and the processing team to insure a",Experience
seamless experience for the client.,Experience
Awarded 10 million high flyers club award.,Achievements
Bachelor's Degree : Sociology Sociology and Psychology Eastern New Mexico University Sociology Sociology and Psychology,Education
Interests,Hobbies
Skills,Skills
AWARDS AND HONORS Woodrow Wilson Leadership Award,Achievements
"Lead day-to-day, direct-to-consumer operations to ensure excellence while seamlessly collaborating with creative, merchandising, and",Skills
"Digital insights and analytics (Adobe experience cloud,",Experience
Solid project management skills with a focus on timely and quality,Skills
Experience,Experience
"Technical Analytics â€“ good working knowledge of SQL, HTML, JavaScript, and jQuery",Skills
Managed special projects and ad hoc reporting including testing and business case scenario development,Projects
"Identified, developed and evaluated competitive analysis through Web-scraping in terms of product range, price, marketing initiatives,",Projects
Actionable intelligence of customer journey to make necessary adjustments to improve conversion rate and customer experience.,Experience
"Collaborated with cross-functional teams to improve marketing exposure and inventory position, providing seamless shopping experience.",Experience
Developed trend file for Toys division resulting in reduced inventory liability by $18.2m,Projects
B.S : Business Management Arizona State University,Education
Skills,Skills
